
32, 574.8299932479858, 574.9119203090668, 1 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 12958, 12931, 12899, 12582, 12553, 12521, 12512, 12591, 12524, 12509, 12495, 12482, 12472, 12468, 12606, 12577, 12535, 12517, 12512, 12511, 12495, 12489, 12488, 12590, 12556, 12482, 12529, 12537, 12526, 12523, 13655
32, 289.82908940315247, 289.91752648353577, 2 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 13088, 13050, 12982, 12572, 12470, 12428, 12408, 12488, 12430, 12414, 12402, 12396, 12384, 12380, 12566, 12548, 12492, 12472, 12462, 12462, 12444, 12432, 12432, 12552, 12534, 12528, 12524, 12579, 12546, 12544, 14616
32, 222.9566032886505, 223.04678463935852, 3 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 12925, 12921, 12921, 12549, 12549, 12546, 12546, 12585, 12570, 12567, 12564, 12573, 12564, 12564, 12573, 12576, 12570, 12570, 12570, 12576, 12564, 12555, 12558, 12585, 12564, 12567, 12567, 12579, 12567, 12576, 12564
32, 171.12138438224792, 171.2037878036499, 4 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 12904, 12904, 12900, 12568, 12560, 12552, 12552, 12584, 12576, 12576, 12572, 12576, 12569, 12568, 12568, 12576, 12568, 12568, 12564, 12572, 12568, 12564, 12564, 12576, 12568, 12568, 12572, 12572, 12564, 12564, 12568
32, 156.10668849945068, 156.1936616897583, 5 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 12995, 12995, 12995, 12590, 12560, 12540, 12545, 12630, 12565, 12555, 12555, 12560, 12555, 12555, 12565, 12565, 12550, 12550, 12545, 12555, 12560, 12555, 12550, 12575, 12560, 12555, 12560, 12550, 12545, 12540, 12550
32, 140.84088158607483, 140.92497301101685, 6 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 13134, 13134, 13134, 12678, 12534, 12516, 12522, 12690, 12564, 12540, 12534, 12534, 12534, 12534, 12540, 12528, 12528, 12523, 12516, 12540, 12528, 12528, 12522, 12564, 12528, 12528, 12534, 12540, 12528, 12534, 12534
32, 122.89789152145386, 122.98531007766724, 7 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 13125, 13118, 13125, 12614, 12558, 12516, 12530, 12663, 12593, 12572, 12551, 12544, 12544, 12544, 12551, 12530, 12523, 12523, 12530, 12520, 12530, 12516, 12516, 12565, 12537, 12530, 12530, 12530, 12523, 12530, 12544
32, 114.83354902267456, 114.91788697242737, 8 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 13192, 13192, 13192, 12616, 12560, 12528, 12520, 12672, 12584, 12552, 12544, 12544, 12536, 12544, 12544, 12528, 12520, 12520, 12512, 12536, 12520, 12520, 12520, 12576, 12544, 12544, 12536, 12480, 12480, 12473, 12496
32, 111.22666907310486, 111.31487488746643, 9 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 13329, 13329, 13327, 12519, 12501, 12501, 12501, 12645, 12528, 12537, 12537, 12537, 12528, 12519, 12528, 12537, 12519, 12537, 12537, 12519, 12501, 12501, 12501, 12528, 12528, 12519, 12510, 12501, 12501, 12510, 12510
32, 105.27857542037964, 105.3630301952362, 10 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 13240, 13240, 13240, 12500, 12520, 12485, 12490, 12650, 12540, 12570, 12540, 12540, 12530, 12530, 12520, 12530, 12530, 12530, 12520, 12540, 12510, 12510, 12510, 12550, 12550, 12540, 12520, 12550, 12530, 12530, 12540
