64, 565.2687799930573, 565.3537621498108, 1 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 4535, 4516, 4508, 4463, 4451, 4446, 4443, 4481, 4463, 4456, 4451, 4438, 4436, 4436, 4436, 4466, 4454, 7908, 7896, 7840, 7831, 7822, 7817, 7890, 7853, 7828, 4466, 4455, 4447, 4445, 4443, 4460, 7945, 7918, 7905, 7874, 7871, 7866, 7862, 7877, 7847, 7820, 7808, 7795, 4450, 4437, 4434, 4460, 8718, 7965, 7937, 7845, 7842, 7838, 7831, 7912, 7877, 7862, 7849, 4427, 4425, 4424, 4424
64, 290.7568714618683, 290.84366607666016, 2 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 4920, 4876, 4856, 4696, 4656, 4652, 4646, 4704, 4678, 4664, 4658, 4650, 4644, 4639, 4636, 4688, 4658, 7668, 7630, 7566, 7532, 7524, 7520, 7668, 7612, 7572, 4698, 4678, 4662, 4656, 4654, 4692, 7746, 7680, 7664, 7624, 7604, 7602, 7596, 7684, 7624, 7604, 7578, 7598, 4664, 4636, 4628, 4698, 8786, 7854, 7792, 7666, 7638, 7616, 7612, 7724, 7672, 7638, 7616, 4640, 4638, 4626, 4624
64, 202.98578190803528, 203.07387232780457, 3 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6309, 6309, 6312, 6186, 6183, 6186, 6183, 6198, 6198, 6201, 6201, 6195, 6195, 6195, 6195, 6198, 6195, 6201, 6195, 6195, 6195, 6195, 6195, 6198, 6195, 6195, 6195, 6192, 6192, 6192, 6192, 6195, 6195, 6198, 6195, 6195, 6195, 6195, 6195, 6198, 6195, 6195, 6195, 6195, 6195, 6195, 6195, 6195, 6193, 6195, 6192, 6198, 6192, 6192, 6192, 6195, 6195, 6198, 6195, 6207, 6198, 6198, 6198
64, 156.40661573410034, 156.49498581886292, 4 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6320, 6320, 6320, 6184, 6188, 6188, 6188, 6196, 6200, 6196, 6196, 6204, 6200, 6200, 6197, 6196, 6196, 6196, 6196, 6200, 6196, 6196, 6196, 6192, 6192, 6192, 6192, 6196, 6196, 6200, 6196, 6196, 6200, 6196, 6196, 6196, 6196, 6196, 6196, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6188, 6192, 6192, 6192, 6192, 6188, 6188, 6188, 6200, 6196, 6200, 6196, 6192, 6196, 6196, 6196
64, 134.27427458763123, 134.3607416152954, 5 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6350, 6345, 6340, 6180, 6170, 6185, 6175, 6200, 6200, 6205, 6200, 6195, 6195, 6200, 6200, 6195, 6195, 6200, 6200, 6195, 6195, 6200, 6190, 6195, 6195, 6200, 6200, 6190, 6190, 6195, 6190, 6200, 6195, 6195, 6200, 6195, 6195, 6190, 6190, 6190, 6190, 6195, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6185, 6200, 6195, 6190, 6195, 6195, 6195, 6195, 6195
64, 111.78107237815857, 111.86954236030579, 6 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6342, 6342, 6342, 6174, 6174, 6174, 6168, 6192, 6198, 6192, 6192, 6204, 6198, 6198, 6198, 6198, 6198, 6198, 6198, 6198, 6199, 6198, 6192, 6192, 6198, 6198, 6192, 6204, 6192, 6198, 6198, 6198, 6198, 6198, 6198, 6198, 6192, 6198, 6198, 6198, 6192, 6192, 6192, 6198, 6192, 6192, 6192, 6192, 6180, 6192, 6192, 6192, 6186, 6192, 6192, 6198, 6192, 6192, 6192, 6192, 6192, 6192, 6192
64, 99.38097476959229, 99.46867561340332, 7 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6363, 6342, 6342, 6160, 6160, 6167, 6174, 6202, 6195, 6195, 6195, 6209, 6195, 6195, 6202, 6195, 6195, 6195, 6202, 6195, 6195, 6202, 6195, 6195, 6202, 6202, 6195, 6195, 6188, 6202, 6202, 6202, 6202, 6202, 6202, 6192, 6195, 6188, 6188, 6195, 6195, 6195, 6195, 6195, 6195, 6195, 6195, 6181, 6188, 6188, 6188, 6188, 6188, 6195, 6195, 6202, 6195, 6188, 6188, 6188, 6188, 6188, 6195
64, 92.08911967277527, 92.17721247673035, 8 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6352, 6352, 6352, 6168, 6168, 6168, 6168, 6200, 6208, 6200, 6200, 6192, 6192, 6192, 6192, 6193, 6192, 6200, 6200, 6192, 6192, 6200, 6192, 6192, 6192, 6192, 6192, 6200, 6200, 6200, 6208, 6200, 6200, 6200, 6200, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6200, 6200, 6192, 6200, 6200, 6184, 6184, 6192, 6192, 6192, 6184, 6192, 6184, 6200, 6192, 6192, 6192, 6192, 6192, 6192, 6192
64, 85.88254427909851, 85.97236967086792, 9 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6363, 6354, 6363, 6156, 6174, 6174, 6174, 6201, 6201, 6201, 6201, 6192, 6192, 6201, 6192, 6201, 6192, 6192, 6192, 6201, 6201, 6201, 6199, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6201, 6192, 6201, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6183, 6183, 6183, 6183, 6201, 6192, 6192, 6192, 6192, 6192, 6192, 6192, 6201, 6201, 6201, 6201
64, 80.1979672908783, 80.2864990234375, 10 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 6350, 6350, 6350, 6170, 6170, 6180, 6180, 6200, 6200, 6200, 6200, 6200, 6200, 6200, 6200, 6200, 6200, 6200, 6200, 6190, 6190, 6200, 6190, 6200, 6200, 6200, 6200, 6190, 6190, 6190, 6190, 6200, 6200, 6200, 6200, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6200, 6190, 6200, 6200, 6190, 6190, 6190, 6190, 6180, 6190, 6190, 6185, 6190, 6190, 6190, 6190, 6190, 6190, 6190, 6200
