0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
16, 0.7492833137512207, 0.7508697509765625, 1 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 433, 437, 425, 432, 432, 433, 432, 503, 434, 437, 432, 433, 433, 433, 432
16, 0.7286007404327393, 0.7296652793884277, 2 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 430, 436, 434, 432, 430, 432, 430, 508, 432, 434, 436, 433, 430, 432, 432
16, 0.7189314365386963, 0.7200372219085693, 3 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 432, 435, 432, 429, 429, 432, 429, 519, 435, 438, 432, 429, 429, 432, 429
16, 0.7229359149932861, 0.7240304946899414, 4 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 428, 436, 436, 428, 428, 428, 428, 524, 432, 432, 436, 432, 429, 432, 432
16, 0.7179932594299316, 0.7190952301025391, 5 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 430, 435, 435, 430, 430, 430, 430, 520, 430, 435, 436, 430, 430, 430, 430
16, 0.7316498756408691, 0.7327263355255127, 6 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 432, 438, 432, 426, 426, 432, 426, 528, 432, 438, 438, 426, 429, 432, 426
16, 0.7195777893066406, 0.7206683158874512, 7 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 434, 434, 434, 427, 429, 427, 427, 525, 434, 434, 434, 434, 434, 427, 427
16, 0.7326211929321289, 0.7336814403533936, 8 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 424, 440, 432, 424, 432, 432, 424, 528, 432, 440, 432, 425, 432, 432, 432
16, 0.7167360782623291, 0.7178323268890381, 9 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 432, 432, 432, 432, 432, 432, 432, 522, 432, 432, 432, 432, 423, 432, 432
16, 0.7331182956695557, 0.7342004776000977, 10 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 430, 440, 430, 430, 430, 430, 430, 530, 430, 431, 430, 430, 430, 430, 430
16, 0.720651388168335, 0.7217066287994385, 11 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 429, 429, 440, 429, 429, 429, 429, 528, 429, 434, 440, 429, 429, 429, 429
