0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
8, 1.4125747680664062, 1.4137301445007324, 1 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 961, 958, 923, 932, 932, 930, 925
8, 1.3367865085601807, 1.3378729820251465, 2 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 948, 946, 936, 930, 932, 936, 933
8, 1.3073155879974365, 1.3084173202514648, 3 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 954, 948, 939, 924, 930, 930, 936
8, 1.311741828918457, 1.3128798007965088, 4 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 941, 940, 940, 928, 940, 936, 936
8, 1.2909870147705078, 1.292107343673706, 5 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 940, 945, 940, 930, 941, 940, 925
8, 1.303748607635498, 1.3048644065856934, 6 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 942, 942, 939, 924, 954, 930, 930
8, 1.2841169834136963, 1.2852303981781006, 7 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 938, 945, 938, 926, 945, 938, 931
8, 1.2963268756866455, 1.2973973751068115, 8 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 944, 937, 936, 928, 952, 936, 928
8, 1.2756879329681396, 1.276799201965332, 9 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 936, 945, 936, 927, 945, 936, 936
8, 1.29984450340271, 1.3009753227233887, 10 , 41.376650645112875, 0.05993006997506604, 0.03778654897577163, 0.46843287584563786, 4.9602736335443804, 0.39187796336374, 1.5166937585015368e-05, 0.012525930475156183, 940, 940, 940, 921, 950, 940, 930
