128, 290.39563393592834, 290.48077726364136, 2 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 1976, 1962, 1964, 1938, 1936, 1936, 1936, 1946, 1932, 1928, 1926, 1936, 1930, 1928, 1926, 1944, 1934, 3352, 3346, 3336, 3328, 3326, 3324, 3340, 3332, 3324, 3314, 3320, 3312, 3310, 1942, 1956, 1946, 3416, 3408, 3386, 3382, 3380, 3378, 3392, 3384, 3380, 3370, 3376, 3372, 3366, 1948, 1944, 3808, 3480, 3462, 3444, 3440, 3434, 1940, 1950, 1944, 1940, 1938, 1942, 1938, 1938, 1938, 3568, 3568, 3564, 3562, 3546, 3546, 3544, 3544, 3570, 3564, 3556, 3550, 3544, 3544, 3544, 3544, 3554, 3554, 3550, 3542, 3534, 3534, 3534, 3530, 3542, 3520, 3512, 3510, 3500, 3498, 3500, 3500, 3508, 3492, 3486, 3480, 3465, 3464, 3462, 3456, 3458, 3444, 3440, 3426, 3404, 3404, 3400, 3398, 3406, 3394, 3380, 3378, 3362, 3362, 3360, 3358, 3360, 3346, 3342, 3338, 3326, 3324, 3314, 3312
128, 185.77996468544006, 185.86576175689697, 3 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3111, 3111, 3111, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3093, 3096, 3096, 3093, 3093, 3090, 3090, 3090, 3090, 3093, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3084, 3087, 3087, 3087, 3084, 3079, 3078, 3078, 3084, 3084, 3084, 3084, 3075, 3075, 3075, 3075, 3078, 3075, 3075, 3075, 3069, 3069, 3069, 3069, 3075, 3072, 3072, 3066, 3057, 3057, 3057, 3057, 3054, 3054, 3054, 3054, 3045, 3045, 3045, 3045, 3051, 3051, 3048, 3048, 3045, 3045, 3045, 3045, 3048, 3048, 3048, 3048, 3039, 3042, 3042, 3042, 3036, 3036, 3036, 3036, 3030, 3030, 3030, 3030
128, 143.96733856201172, 144.0534965991974, 4 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3128, 3128, 3128, 3092, 3092, 3092, 3092, 3092, 3092, 3092, 3092, 3092, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3100, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3092, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3084, 3084, 3084, 3084, 3080, 3080, 3080, 3080, 3072, 3072, 3072, 3072, 3068, 3068, 3068, 3068, 3088, 3080, 3080, 3076, 3068, 3068, 3068, 3068, 3084, 3080, 3080, 3076, 3068, 3068, 3068, 3068, 3076, 3076, 3065, 3068, 3060, 3060, 3060, 3060, 3056, 3056, 3060, 3056, 3056, 3056, 3056, 3056, 3052, 3056, 3056, 3052, 3052, 3052, 3052, 3052, 3060, 3056, 3056, 3056, 3048, 3048, 3048, 3048, 3056, 3052, 3052, 3052, 3044, 3044, 3044, 3044
128, 117.19166040420532, 117.27953600883484, 5 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3120, 3120, 3120, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3085, 3085, 3085, 3085, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3075, 3075, 3075, 3075, 3075, 3075, 3080, 3075, 3075, 3080, 3075, 3080, 3075, 3075, 3075, 3075, 3075, 3075, 3075, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3075, 3080, 3080, 3080, 3080, 3075, 3075, 3085, 3080, 3080, 3075, 3075, 3075, 3075, 3080, 3080, 3085, 3085, 3080, 3080, 3075, 3075, 3075, 3075, 3080, 3080, 3080, 3080, 3070, 3070, 3070, 3070, 3060, 3060, 3060, 3065, 3060, 3060, 3060, 3060, 3065, 3065, 3070, 3065, 3060, 3060, 3060, 3060, 3070, 3075, 3075, 3070, 3065, 3065, 3065, 3070, 3065, 3065, 3065, 3065, 3060, 3060, 3060, 3060
128, 102.41329550743103, 102.50019264221191, 6 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3144, 3144, 3144, 3078, 3078, 3084, 3084, 3090, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3090, 3084, 3090, 3084, 3078, 3078, 3078, 3078, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3084, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3084, 3078, 3078, 3078, 3084, 3078, 3084, 3078, 3078, 3078, 3084, 3078, 3078, 3078, 3078, 3078, 3072, 3078, 3078, 3072, 3066, 3072, 3066, 3066, 3078, 3078, 3072, 3072, 3072, 3072, 3072, 3072, 3072, 3072, 3072, 3078, 3066, 3066, 3066, 3066, 3072, 3072, 3072, 3072, 3078, 3072, 3072, 3072, 3072, 3072, 3072, 3072, 3060, 3060, 3060, 3060, 3060, 3060, 3060, 3060, 3066, 3066, 3066, 3072, 3066, 3060, 3061, 3060, 3054, 3054, 3054, 3054, 3066, 3066, 3060, 3072, 3054, 3054, 3054, 3060
128, 89.26476049423218, 89.35327124595642, 7 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3129, 3129, 3129, 3073, 3073, 3080, 3087, 3087, 3080, 3080, 3080, 3087, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3094, 3087, 3087, 3087, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3073, 3073, 3073, 3073, 3066, 3066, 3066, 3066, 3066, 3073, 3073, 3073, 3073, 3073, 3073, 3073, 3080, 3080, 3080, 3080, 3073, 3073, 3073, 3080, 3073, 3073, 3073, 3080, 3080, 3080, 3080, 3087, 3080, 3080, 3080, 3080, 3077, 3073, 3073, 3073, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3066, 3073, 3066, 3066, 3066, 3073, 3066, 3059, 3059, 3059, 3059, 3066, 3066, 3066, 3066, 3052, 3052, 3052, 3052
128, 86.42080783843994, 86.51011776924133, 8 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3128, 3128, 3128, 3080, 3080, 3080, 3080, 3088, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3088, 3064, 3080, 3080, 3080, 3072, 3072, 3072, 3072, 3088, 3088, 3088, 3088, 3080, 3080, 3080, 3080, 3072, 3072, 3072, 3073, 3080, 3080, 3080, 3080, 3080, 3072, 3072, 3072, 3064, 3064, 3064, 3064, 3080, 3080, 3080, 3080, 3064, 3064, 3064, 3064, 3064, 3064, 3064, 3064, 3056, 3056, 3056, 3064, 3056, 3056, 3056, 3064, 3064, 3064, 3064, 3064, 3048, 3048, 3048, 3056, 3048, 3048, 3048, 3048
128, 70.26201915740967, 70.3464367389679, 9 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3141, 3141, 3141, 3078, 3087, 3078, 3078, 3096, 3087, 3087, 3096, 3087, 3087, 3087, 3087, 3096, 3096, 3096, 3087, 3087, 3087, 3087, 3087, 3087, 3087, 2934, 3087, 3087, 3087, 3087, 3087, 3096, 3087, 3087, 3087, 3087, 3087, 3087, 3087, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3087, 3087, 3087, 3087, 3087, 3085, 3078, 3078, 3087, 3078, 3087, 3078, 3087, 3087, 3087, 3087, 3060, 3069, 3078, 3078, 3069, 3069, 3078, 3069, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3078, 3087, 3069, 3069, 3078, 3069, 3078, 3087, 3078, 3078, 3069, 3069, 3069, 3069, 3060, 3060, 3069, 3069, 3060, 3060, 3060, 3069, 3069, 3060, 3060, 3060, 3060, 3060, 3060, 3060, 3051, 3051, 3051, 3051, 3051, 3051, 3051, 3051, 3051, 3051, 3051, 3060, 3051, 3051, 3051, 3051
128, 69.41402435302734, 69.49954509735107, 10 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3160, 3150, 3155, 3070, 3070, 3080, 3080, 3090, 3080, 3080, 3090, 3090, 3090, 3090, 3090, 3090, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3090, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3100, 3090, 3090, 3090, 3090, 3090, 3090, 3090, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3090, 3090, 3090, 3090, 3080, 3080, 3080, 3080, 3070, 3070, 3070, 3080, 3080, 3080, 3080, 3090, 3070, 3070, 3070, 3070, 3070, 3070, 3070, 3070, 3070, 3070, 3070, 3070, 3060, 3060, 3060, 3070, 3070, 3070, 3070, 3070, 3050, 3050, 3050, 3060, 3040, 3040, 3040, 3040, 3040, 3040, 3040, 3040, 3030, 3030, 3040, 3030, 3020, 3020, 3020, 3020
128, 61.02709245681763, 61.115971326828, 11 , 44.80892810188109, 0.038668264912449714, 0.02470303657557137, 0.47836966974436773, 5.561263810898983, 0.29675131247831876, -3.1514787811426406e-06, 0.012539188911182036, 3146, 3146, 3146, 3069, 3058, 3058, 3058, 3091, 3069, 3073, 3080, 3069, 3069, 3080, 3080, 3080, 3080, 3080, 3080, 3091, 3091, 3091, 3080, 3091, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3091, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3080, 3058, 3069, 3069, 3069, 3069, 3069, 3069, 3080, 3080, 3080, 3069, 3069, 3080, 3069, 3069, 3080, 3080, 3069, 3069, 3069, 3069, 3069, 3069, 3069, 3080, 3069, 3069, 3080, 3069, 3069, 3080, 3080, 3080, 3091, 3080, 3091, 3069, 3069, 3069, 3069, 3069, 3080, 3069, 3080, 3069, 3069, 3069, 3080, 3080, 3080, 3080, 3080, 3069, 3069, 3069, 3069, 3047, 3047, 3047, 3058, 3036, 3036, 3036, 3025
